day,desktop,mobile,all
11/20/16,,,
11/27/16,91.66666666666666,8.333333333333332,12.0
12/04/16,90.47619047619048,9.523809523809524,21.0
12/11/16,56.41385767790263,43.58614232209737,2136.0
12/18/16,65.93338046325945,34.066619536740546,24047.0
12/25/16,69.19668319220813,30.803316807791862,22793.0
01/01/17,67.908197453652,32.091802546348006,17908.0
01/08/17,67.44688159379754,32.553118406202465,20379.0
