day,desktop,mobile,all
01/08/17,50.39370078740157,49.60629921259843,762
01/15/17,53.207086133170435,46.792913866829565,1637
01/22/17,52.725045927740354,47.274954072259646,1633
01/29/17,67.80505158306653,32.19494841693348,2811
02/05/17,71.40319715808171,28.596802841918294,3378
02/12/17,70.60570071258907,29.394299287410924,3368
02/19/17,71.6403162055336,28.3596837944664,3036
02/26/17,72.38307349665925,27.616926503340757,3143
03/05/17,76.13301153124162,23.86698846875838,3729
